Date, StudentID,Demerits, Sendouts, Detentions, Friday, Hours
2013-10-28,274835750,1,0,0,0,6
2013-10-28,204865679,3,0,0,0,6
2013-10-28,216255893,1,0,0,0,6
2013-10-28,206427635,1,0,0,0,6
2013-10-28,206157844,2,0,0,0,12
2013-10-28,204273775,1,0,0,0,6
2013-10-28,200014116,1,0,0,0,6
2013-10-28,206153249,1,0,0,0,6
2013-10-28,205547490,1,0,0,0,6
2013-10-28,204480156,0,0,0,0,24
2013-10-28,207065434,2,0,0,Yes,0
2013-10-28,202989711,0,0,0,0,6
2013-10-28,207990888,2,0,0,0,6
2013-10-28,201834165,1,0,0,0,6
2013-10-28,206309429,1,0,0,0,24
2013-10-28,209167444,1,0,0,0,6
2013-10-28,269885026,1,0,0,0,6
2013-10-28,203355128,0,0,0,0,12
2013-10-28,205090970,3,0,0,0,6
2013-10-28,203428974,1,0,0,0,6
2013-10-28,221324023,1,0,0,0,6
2013-10-28,203912936,2,0,0,0,6
2013-10-28,274071075,1,0,0,Yes,0
2013-10-28,204205199,1,0,0,Yes,0
2013-10-28,205463797,6,0,0,Yes,0
2013-10-28,203638762,0,0,0,0,6
2013-10-28,214614117,2,0,0,0,24
2013-10-28,274670637,1,0,0,0,6
2013-10-28,203286489,2,0,0,0,6
2013-10-28,268121712,2,0,0,Yes,0
2013-10-28,209959139,1,0,0,0,12
2013-10-28,203368659,3,0,0,0,12
2013-10-28,222750010,2,0,0,0,6
2013-10-28,204437024,1,0,0,0,6
2013-10-28,206153223,1,0,0,0,6
2013-10-28,205349574,1,0,0,0,6
2013-10-28,203981675,2,0,0,0,6
2013-10-28,200030112,0,0,0,0,6
2013-10-28,206785966,1,0,0,0,18
2013-10-28,225942341,2,0,0,0,12
2013-10-28,208302968,3,0,0,0,12
2013-10-28,203497664,2,0,0,0,6
2013-10-28,219878931,1,0,0,Yes,0
2013-10-28,271001166,1,0,0,0,12
2013-10-28,204999197,2,0,0,0,30
2013-10-28,268481256,1,0,0,0,6
2013-10-28,206266686,0,0,0,0,6
2013-10-28,269884730,1,0,0,0,6
2013-10-28,203186184,0,0,0,0,12
2013-10-28,203099890,1,0,0,0,18
2013-10-28,207097734,1,0,0,0,12
2013-10-28,209374164,1,0,0,0,36
2013-10-28,214987752,1,0,0,0,6
2013-10-28,206394827,1,0,0,0,6
2013-10-28,204834147,0,0,0,0,6
2013-10-28,209731611,1,0,0,0,6
2013-10-28,206492449,1,0,0,0,12
2013-10-28,204893952,0,0,0,0,6
2013-10-28,204073076,1,0,0,0,6
2013-10-28,206726630,1,0,0,0,12
2013-10-28,274188960,2,0,0,0,12
2013-10-28,205063266,1,0,0,0,12
2013-10-28,203945175,1,0,0,0,6
2013-10-28,274824002,0,0,0,0,12
2013-10-28,214920498,0,0,0,0,12
2013-10-28,204508147,1,0,0,0,18
2013-10-28,205438575,1,0,0,0,12
2013-10-28,206100935,2,0,0,0,12
2013-10-28,203532072,1,0,0,0,12
2013-10-28,204388128,0,0,0,0,12
2013-10-28,219875366,3,0,0,0,6
2013-10-28,201814639,1,0,0,0,6
2013-10-28,271606915,3,0,0,0,18
2013-10-28,270326606,2,0,0,0,6
2013-10-28,204798342,1,0,0,0,6
2013-10-28,205921778,1,0,0,0,6
2013-10-28,206523136,1,0,0,0,6
2013-10-28,207919002,1,0,0,0,6
2013-10-28,270281850,1,0,0,0,6
2013-10-28,205179021,0,0,0,0,6
2013-10-28,214578817,2,0,0,0,24
2013-10-28,208193623,2,0,0,0,6
2013-10-28,207854050,1,0,0,0,6
2013-10-28,225897719,2,0,0,0,12
2013-10-28,206270084,1,0,0,0,6
2013-10-28,204956932,5,0,0,0,12
2013-10-28,207385741,5,0,0,0,24
2013-10-28,221356058,1,0,0,0,6
2013-10-28,203612270,1,0,0,0,6
2013-10-28,206526139,1,0,0,0,18
2013-10-28,205753155,1,0,0,0,24
2013-10-28,219793734,1,0,0,0,6
2013-10-28,232067397,3,0,0,0,18
2013-10-28,204538680,1,0,0,0,6
2013-10-28,209840693,1,0,0,0,18
2013-10-28,271602260,2,0,0,0,12
2013-10-28,205462336,1,0,0,0,6
2013-10-28,202590808,1,0,0,0,6
2013-10-28,271834467,2,0,0,Yes,0
2013-10-28,219235827,0,0,0,Yes,0
2013-10-28,274032895,0,0,0,Yes,0
2013-10-01,,1,0,0,0,6
2013-10-01,205601222,1,0,0,0,6
2013-10-01,203233556,1,0,0,0,18
2013-10-01,205303514,3,0,0,0,18
2013-10-01,270898026,1,0,0,0,6
2013-10-01,204019046,1,0,0,Yes,0
2013-10-01,206527350,4,0,0,0,24
2013-10-01,209759695,1,0,0,0,12
2013-10-01,204604144,1,0,0,0,12
2013-10-01,203612080,1,0,0,0,6
2013-10-01,207055039,1,0,0,0,6
2013-10-01,204059430,3,0,0,Yes,0
2013-10-01,208193623,1,0,0,0,6
2013-10-01,214579302,1,0,0,0,6
2013-10-01,205179021,1,0,0,0,6
2013-10-01,274824002,2,0,0,0,12
2013-10-01,205100001,0,0,0,0,6
2013-10-01,206157844,0,0,0,0,12
2013-10-01,204273775,0,0,0,0,6
2013-10-01,204508147,3,0,0,0,18
2013-10-01,208020065,1,0,0,0,6
2013-10-01,205463797,5,0,0,Yes,0
2013-10-01,207065434,0,0,0,Yes,0
2013-10-01,206744815,2,0,0,0,12
2013-10-01,202989711,1,0,0,0,6
2013-10-01,205438575,1,0,0,0,12
2013-10-01,207990888,1,0,0,0,6
2013-10-01,226616027,4,0,0,0,24
2013-10-01,205090970,1,0,0,0,6
2013-10-01,205090087,1,0,0,0,6
2013-10-01,216535211,1,0,0,0,6
2013-10-01,204834733,1,0,0,0,6
2013-10-01,203437868,1,0,0,0,6
2013-10-01,204205199,1,0,0,Yes,0
2013-10-01,207102252,1,0,0,0,6
2013-10-01,204241905,1,0,0,0,6
2013-10-01,214614117,2,0,0,0,24
2013-10-01,268121712,1,0,0,Yes,0
2013-10-01,206266686,1,0,0,0,6
2013-10-01,222750010,1,0,0,0,6
2013-10-01,209596014,2,0,0,0,12
2013-10-01,209840792,0,0,0,0,6
2013-10-01,208217653,1,0,0,0,6
2013-10-01,206158032,1,0,0,Yes,0
2013-10-01,205679095,1,0,0,0,18
2013-10-01,200030112,0,0,0,0,6
2013-10-01,206785966,3,0,0,0,18
2013-10-01,225942341,2,0,0,0,12
2013-10-01,268481256,0,0,0,0,6
2013-10-01,269422374,0,0,0,0,6
2013-10-01,207329731,1,0,0,0,6
2013-10-01,214987760,1,0,0,0,6
2013-10-01,206309429,4,0,0,0,24
2013-10-01,216267781,1,0,0,0,12
2013-10-01,221167703,1,0,0,0,6
2013-10-01,207097734,2,0,0,0,12
2013-10-01,209374164,5,0,0,0,36
2013-10-01,204128789,3,0,0,0,18
2013-10-01,203355128,0,0,0,0,12
2013-10-01,205349574,1,0,0,0,6
2013-10-01,205037872,1,0,0,0,6
2013-10-01,200034734,1,0,0,0,6
2013-10-01,204073076,0,0,0,0,6
2013-10-01,203186077,1,0,0,0,6
2013-10-01,206345688,3,0,0,0,18
2013-10-01,206428179,0,0,0,0,12
2013-10-01,206060386,0,0,0,0,12
2013-10-01,205245269,1,0,0,0,6
2013-10-01,214920498,2,0,0,0,12
2013-10-01,205921778,1,0,0,0,6
2013-10-01,205146681,0,0,0,0,12
2013-10-01,206100935,2,0,0,0,12
2013-10-01,207018490,6,0,0,0,48
2013-10-01,268731775,1,0,0,0,6
2013-10-01,204388128,2,0,0,0,12
2013-10-01,208062646,1,0,0,0,6
2013-10-01,201810744,1,0,0,0,6
2013-10-01,205178163,1,0,0,0,6
2013-10-01,204798342,1,0,0,0,6
2013-10-01,205000607,0,0,0,0,6
2013-10-01,204717912,0,0,0,0,12
2013-10-01,214578817,3,0,0,0,24
2013-10-01,204229975,1,0,0,Yes,0
2013-10-01,225963586,0,0,0,0,6
2013-10-01,204718647,1,0,0,0,6
2013-10-01,205014202,1,0,0,0,6
2013-10-01,206437865,3,0,0,0,18
2013-10-01,204956932,1,0,0,0,12
2013-10-01,268243219,1,0,0,0,6
2013-10-01,208110981,1,0,0,0,6
2013-10-01,207385741,3,0,0,0,24
2013-10-01,206352874,2,0,0,0,12
2013-10-01,206526139,3,0,0,0,18
2013-10-01,205753155,3,0,0,0,24
2013-10-01,219793734,1,0,0,0,6
2013-10-01,200022457,1,0,0,0,6
2013-10-01,232067397,3,0,0,0,18
2013-10-01,219235827,2,0,0,Yes,0
2013-10-25,206624835,1,0,0,0,6
2013-10-25,204299432,2,0,0,0,6
2013-10-25,203612080,1,0,0,0,6
2013-10-25,226616027,2,0,0,0,24
2013-10-25,203233556,4,0,0,0,18
2013-10-25,206274508,1,0,0,0,6
2013-10-25,270326606,1,0,0,0,6
2013-10-25,205303514,2,0,0,0,18
2013-10-25,204798342,1,0,0,0,6
2013-10-25,206266686,3,0,0,0,6
2013-10-25,203649017,0,0,0,0,6
2013-10-25,269884730,0,0,0,0,6
2013-10-25,204019046,2,0,0,Yes,0
2013-10-25,203099890,2,0,0,0,18
2013-10-25,204717912,1,0,0,0,12
2013-10-25,214578817,1,0,0,0,24
2013-10-25,204384457,1,0,0,0,6
2013-10-25,270898026,1,0,0,0,6
2013-10-25,209374164,1,0,0,0,36
2013-10-25,208028233,0,0,0,0,12
2013-10-25,207920489,0,0,0,0,18
2013-10-25,203355128,4,0,0,0,12
2013-10-25,216267781,2,0,0,0,12
2013-10-25,206785966,1,0,0,0,18
2013-10-25,204758866,1,0,0,0,6
2013-10-25,204070684,1,0,0,0,6
2013-10-25,208193623,2,0,0,0,6
2013-10-25,204059430,2,0,0,Yes,0
2013-10-25,269816781,1,0,0,0,6
2013-10-25,209989276,0,0,0,0,6
2013-10-25,203945175,2,0,0,0,6
2013-10-25,204388128,3,0,0,0,12
2013-10-25,204480156,0,0,0,0,24
2013-10-25,225897719,1,0,0,0,12
2013-10-25,204893952,4,0,0,0,6
2013-10-25,204956932,1,0,0,0,12
2013-10-25,202940656,2,0,0,Yes,0
2013-10-25,204105969,1,0,0,0,6
2013-10-25,271606915,1,0,0,0,18
2013-10-25,206713844,1,0,0,Yes,0
2013-10-25,203612270,1,0,0,0,6
2013-10-25,219500980,2,0,0,0,6
2013-10-25,203368659,2,0,0,0,12
2013-10-25,274032895,0,0,0,Yes,0
2013-10-25,204865679,1,0,0,0,6
2013-10-25,208110981,1,0,0,0,6
2013-10-25,206153223,1,0,0,0,6
2013-10-25,206181547,1,0,0,0,6
2013-10-25,209840693,2,0,0,0,18
2013-10-25,274188960,1,0,0,0,12
2013-10-25,271602260,0,0,0,0,12
2013-10-25,205215593,1,0,0,0,6
2013-10-25,201814639,1,0,0,0,6
2013-10-25,205679095,1,0,0,0,18
2013-10-25,271090193,1,0,0,0,6
2013-10-25,203981675,1,0,0,0,6
2013-10-25,206100935,2,0,0,0,12
2013-10-25,207018490,1,0,0,0,48
2013-10-25,206526139,2,0,0,0,18
2013-10-25,205294978,1,0,0,0,6
2013-10-25,219875366,2,0,0,0,6
2013-10-25,208302968,1,0,0,0,12
2013-10-25,214987760,0,0,0,0,6
2013-10-25,219235827,1,0,0,Yes,0
2013-10-25,205349574,2,0,0,0,6
2013-10-25,205168214,2,0,0,0,12
2013-10-25,219878931,1,0,0,Yes,0
2013-10-24,,2,0,0,0,6
2013-10-24,205601222,1,0,0,0,6
2013-10-24,203233556,5,0,0,0,18
2013-10-24,206427635,2,0,0,0,6
2013-10-24,203649017,0,0,0,0,6
2013-10-24,204019046,1,0,0,Yes,0
2013-10-24,206527350,3,0,0,0,24
2013-10-24,209759695,2,0,0,0,12
2013-10-24,208028233,1,0,0,0,12
2013-10-24,270308232,1,0,0,0,6
2013-10-24,204604144,1,0,0,0,12
2013-10-24,204070684,0,0,0,0,6
2013-10-24,216439729,2,0,0,0,24
2013-10-24,207055039,2,0,0,0,6
2013-10-24,204059430,5,0,0,Yes,0
2013-10-24,207329731,1,0,0,0,6
2013-10-24,274787324,1,0,0,0,6
2013-10-24,202940656,0,0,0,Yes,0
2013-10-24,205100001,1,0,0,0,6
2013-10-24,206209371,1,0,0,0,6
2013-10-24,219352325,1,0,0,0,6
2013-10-24,205303514,3,0,0,0,18
2013-10-24,214920498,1,0,0,0,12
2013-10-24,200014116,1,0,0,0,6
2013-10-24,208020065,0,0,0,0,6
2013-10-24,206153249,1,0,0,0,6
2013-10-24,204480156,3,0,0,0,24
2013-10-24,205349574,1,0,0,0,6
2013-10-24,206744815,2,0,0,0,12
2013-10-24,226616027,1,0,0,0,24
2013-10-24,209167444,1,0,0,0,6
2013-10-24,209169283,1,0,0,0,6
2013-10-24,203367040,1,0,0,0,6
2013-10-24,203428974,1,0,0,0,6
2013-10-24,221324023,2,0,0,0,6
2013-10-24,203912936,2,0,0,0,6
2013-10-24,204572952,0,0,0,0,12
2013-10-24,203437868,1,0,0,0,6
2013-10-24,204205199,2,0,0,Yes,0
2013-10-24,205463797,0,0,0,Yes,0
2013-10-24,214614117,4,0,0,0,24
2013-10-24,204300339,1,0,0,0,6
2013-10-24,204758866,1,0,0,0,6
2013-10-24,206744559,1,0,0,0,6
2013-10-24,203355128,1,0,0,0,12
2013-10-24,209596014,1,0,0,0,12
2013-10-24,207065434,1,0,0,Yes,0
2013-10-24,205679095,2,0,0,0,18
2013-10-24,206785966,2,0,0,0,18
2013-10-24,225942341,1,0,0,0,12
2013-10-24,214987752,1,0,0,0,6
2013-10-24,208302968,3,0,0,0,12
2013-10-24,203497664,2,0,0,0,6
2013-10-24,204999197,3,0,0,0,30
2013-10-24,269422374,1,0,0,0,6
2013-10-24,206266686,3,0,0,0,6
2013-10-24,203314638,1,0,0,0,6
2013-10-24,230403370,1,0,0,0,6
2013-10-24,269884730,0,0,0,0,6
2013-10-24,208039032,1,0,0,0,12
2013-10-24,203099890,1,0,0,0,18
2013-10-24,207751355,1,0,0,0,6
2013-10-24,209374164,3,0,0,0,36
2013-10-24,204128789,2,0,0,0,18
2013-10-24,203288709,1,0,0,0,12
2013-10-24,208646463,1,0,0,0,6
2013-10-24,203368659,1,0,0,0,12
2013-10-24,204583371,1,0,0,0,6
2013-10-24,222750010,1,0,0,0,6
2013-10-24,204893952,3,0,0,0,6
2013-10-24,203018619,1,0,0,0,6
2013-10-24,206726630,1,0,0,0,12
2013-10-24,206597098,1,0,0,0,6
2013-10-24,205341506,1,0,0,0,6
2013-10-24,205063266,1,0,0,0,12
2013-10-24,203945175,1,0,0,0,6
2013-10-24,207920489,1,0,0,0,18
2013-10-24,206060386,1,0,0,0,12
2013-10-24,209374206,1,0,0,0,6
2013-10-24,274824002,1,0,0,0,12
2013-10-24,271043143,1,0,0,0,6
2013-10-24,204508147,1,0,0,0,18
2013-10-24,205438575,1,0,0,0,12
2013-10-24,207018490,1,0,0,0,48
2013-10-24,204388128,2,0,0,0,12
2013-10-24,206569774,1,0,0,0,6
2013-10-24,271606915,2,0,0,0,18
2013-10-24,204717912,1,0,0,0,12
2013-10-24,214578817,1,0,0,0,24
2013-10-24,204229975,4,0,0,Yes,0
2013-10-24,204718647,2,0,0,0,6
2013-10-24,205014202,1,0,0,0,6
2013-10-24,216255893,1,0,0,0,6
2013-10-24,206437865,1,0,0,0,18
2013-10-24,206270084,1,0,0,0,6
2013-10-24,204956932,3,0,0,0,12
2013-10-24,209569227,1,0,0,0,18
2013-10-24,207385741,2,0,0,0,24
2013-10-24,221356058,1,0,0,0,6
2013-10-24,206526139,2,0,0,0,18
2013-10-24,205753155,2,0,0,0,24
2013-10-24,219235827,1,0,0,Yes,0
2013-10-24,209840693,2,0,0,0,18
2013-10-24,271602260,2,0,0,0,12
2013-10-24,206153264,1,0,0,0,6
2013-10-24,203066964,1,0,0,0,6
2013-10-24,206713703,0,0,0,0,12
2013-10-24,220633515,1,0,0,Yes,0
2013-10-24,206646911,2,0,0,Yes,0
2013-10-26,204999197,0,0,0,0,30
2013-10-26,202989711,0,0,0,0,6
2013-10-26,271606915,0,0,0,0,18
2013-10-26,230403370,1,0,0,0,6
2013-10-26,204798342,1,0,0,0,6
2013-10-26,206699365,1,0,0,0,6
2013-10-26,203186184,1,0,0,0,12
2013-10-26,216267781,0,0,0,0,12
2013-10-26,207919002,1,0,0,0,6
2013-10-26,204229975,0,0,0,Yes,0
2013-10-26,274071075,0,0,0,Yes,0
2013-10-26,209759695,0,0,0,0,12
2013-10-26,203235387,1,0,0,Yes,0
2013-10-26,205014202,1,0,0,0,6
2013-10-26,204572952,0,0,0,0,12
2013-10-26,205089113,1,0,0,Yes,0
2013-10-26,206011207,1,0,0,0,6
2013-10-26,204893952,0,0,0,0,6
2013-10-26,209569227,1,0,0,0,18
2013-10-26,203186077,1,0,0,0,6
2013-10-26,206266686,0,0,0,0,6
2013-10-26,232067397,1,0,0,0,18
2013-10-26,206428179,0,0,0,0,12
2013-10-26,203355128,1,0,0,0,12
2013-10-26,209374206,1,0,0,0,6
2013-10-26,209840693,1,0,0,0,18
2013-10-26,201814639,0,0,0,0,6
2013-10-26,205679095,1,0,0,0,18
2013-10-26,205438575,1,0,0,0,12
2013-10-26,200030112,2,0,0,0,6
2013-10-26,204388128,0,0,0,0,12
2013-10-26,219875366,1,0,0,0,6
2013-10-26,207065434,2,0,0,Yes,0
2013-10-21,,4,0,0,0,6
2013-10-21,221009814,0,0,0,0,6
2013-10-21,205601222,3,0,0,0,6
2013-10-21,203233556,3,0,0,0,18
2013-10-21,206133118,1,0,0,0,6
2013-10-21,205303514,6,0,0,0,18
2013-10-21,209169283,1,0,0,0,6
2013-10-21,203017033,1,0,0,0,6
2013-10-21,204019046,1,0,0,Yes,0
2013-10-21,206527350,2,0,0,0,24
2013-10-21,209759695,2,0,0,0,12
2013-10-21,206433245,1,0,0,0,6
2013-10-21,208028233,1,0,0,0,12
2013-10-21,204604144,0,0,0,0,12
2013-10-21,204070684,0,0,0,0,6
2013-10-21,216439729,1,0,0,0,24
2013-10-21,270720592,1,0,0,0,6
2013-10-21,204059430,6,0,0,Yes,0
2013-10-21,215611609,1,0,0,0,6
2013-10-21,208193623,3,0,0,0,6
2013-10-21,203266879,1,0,0,0,6
2013-10-21,270448608,0,0,0,0,6
2013-10-21,204572952,1,0,0,0,12
2013-10-21,203287990,2,0,0,0,6
2013-10-21,207751355,1,0,0,0,6
2013-10-21,207329731,1,0,0,0,6
2013-10-21,205179021,1,0,0,0,6
2013-10-21,207918244,1,0,0,0,6
2013-10-21,203685896,1,0,0,0,6
2013-10-21,204300339,1,0,0,0,6
2013-10-21,208110981,3,0,0,0,6
2013-10-21,200475556,0,0,0,0,6
2013-10-21,205100001,1,0,0,0,6
2013-10-21,204674980,2,0,0,0,6
2013-10-21,204865679,2,0,0,0,6
2013-10-21,205438195,0,0,0,0,18
2013-10-21,203484621,1,0,0,0,6
2013-10-21,206157844,2,0,0,0,12
2013-10-21,204273775,2,0,0,0,6
2013-10-21,274624303,1,0,0,0,6
2013-10-21,208888306,1,0,0,0,6
2013-10-21,225693340,1,0,0,0,6
2013-10-21,205296940,1,0,0,0,6
2013-10-21,204480156,1,0,0,0,24
2013-10-21,207102252,2,0,0,0,6
2013-10-21,205245228,2,0,0,0,6
2013-10-21,205216161,1,0,0,0,6
2013-10-21,207065434,4,0,0,Yes,0
2013-10-21,206744815,3,0,0,0,12
2013-10-21,204299432,0,0,0,0,6
2013-10-21,203438452,1,0,0,0,6
2013-10-21,226616027,3,0,0,0,24
2013-10-21,206309429,1,0,0,0,24
2013-10-21,209167444,2,0,0,0,6
2013-10-21,269885026,0,0,0,0,6
2013-10-21,206002933,1,0,0,0,12
2013-10-21,205090970,4,0,0,0,6
2013-10-21,205090087,2,0,0,0,6
2013-10-21,206391393,1,0,0,0,6
2013-10-21,201805140,0,0,0,0,6
2013-10-21,221324023,0,0,0,0,6
2013-10-21,204834733,1,0,0,0,6
2013-10-21,203912936,1,0,0,0,6
2013-10-21,207097734,3,0,0,0,12
2013-10-21,203429113,1,0,0,0,12
2013-10-21,203437868,1,0,0,0,6
2013-10-21,204205199,2,0,0,Yes,0
2013-10-21,209989276,0,0,0,0,6
2013-10-21,208020065,1,0,0,0,6
2013-10-21,205463797,3,0,0,Yes,0
2013-10-21,205294978,2,0,0,0,6
2013-10-21,200038933,1,0,0,0,12
2013-10-21,209045970,1,0,0,0,6
2013-10-21,214614117,1,0,0,0,24
2013-10-21,201780095,3,0,0,0,6
2013-10-21,209374164,4,0,0,0,36
2013-10-21,268121712,0,0,0,Yes,0
2013-10-21,209959139,0,0,0,0,12
2013-10-21,203368659,5,0,0,0,12
2013-10-21,222750010,1,0,0,0,6
2013-10-21,202940656,0,0,0,Yes,0
2013-10-21,204437024,0,0,0,0,6
2013-10-21,209840792,1,0,0,0,6
2013-10-21,206309064,1,0,0,0,12
2013-10-21,208217653,2,0,0,0,6
2013-10-21,205349574,2,0,0,0,6
2013-10-21,205679095,2,0,0,0,18
2013-10-21,206569774,1,0,0,0,6
2013-10-21,206785966,5,0,0,0,18
2013-10-21,225942341,2,0,0,0,12
2013-10-21,208302968,3,0,0,0,12
2013-10-21,206713844,0,0,0,Yes,0
2013-10-21,203497664,1,0,0,0,6
2013-10-21,219878931,0,0,0,Yes,0
2013-10-21,204999197,3,0,0,0,30
2013-10-21,268481256,0,0,0,0,6
2013-10-21,269288148,0,0,0,0,6
2013-10-21,230403370,1,0,0,0,6
2013-10-21,214987760,2,0,0,0,6
2013-10-21,221254543,2,0,0,0,12
2013-10-21,269884730,4,0,0,0,6
2013-10-21,208039032,2,0,0,0,12
2013-10-21,202989711,2,0,0,0,6
2013-10-21,221167703,3,0,0,0,6
2013-10-21,274071075,0,0,0,Yes,0
2013-10-21,206427635,1,0,0,0,6
2013-10-21,204668651,2,0,0,0,12
2013-10-21,203355128,0,0,0,0,12
2013-10-21,216267781,3,0,0,0,12
2013-10-21,206158032,1,0,0,Yes,0
2013-10-21,204583371,1,0,0,0,6
2013-10-21,208038646,2,0,0,0,12
2013-10-21,204834147,1,0,0,0,6
2013-10-21,262574254,2,0,0,0,12
2013-10-21,205565690,1,0,0,0,6
2013-10-21,204893952,2,0,0,0,6
2013-10-21,203266911,2,0,0,0,6
2013-10-21,206157174,1,0,0,0,12
2013-10-21,203186077,1,0,0,0,6
2013-10-21,274188960,1,0,0,0,12
2013-10-21,206345688,1,0,0,0,18
2013-10-21,205063266,1,0,0,0,12
2013-10-21,203945175,1,0,0,0,6
2013-10-21,206428179,3,0,0,0,12
2013-10-21,207920489,5,0,0,0,18
2013-10-21,206060386,1,0,0,0,12
2013-10-21,209374206,3,0,0,0,6
2013-10-21,274824002,2,0,0,0,12
2013-10-21,271043143,2,0,0,0,6
2013-10-21,214920498,2,0,0,0,12
2013-10-21,205921778,2,0,0,0,6
2013-10-21,207018490,2,0,0,0,48
2013-10-21,268731775,1,0,0,0,6
2013-10-21,209699818,1,0,0,0,6
2013-10-21,219875366,3,0,0,0,6
2013-10-21,208062646,2,0,0,0,6
2013-10-21,201810744,1,0,0,0,6
2013-10-21,209840651,1,0,0,0,6
2013-10-21,269592903,0,0,0,0,6
2013-10-21,214730582,0,0,0,0,12
2013-10-21,271606915,7,0,0,0,18
2013-10-21,274574243,0,0,0,0,6
2013-10-21,204798342,2,0,0,0,6
2013-10-21,206699365,2,0,0,0,6
2013-10-21,200023745,1,0,0,0,6
2013-10-21,205000607,1,0,0,0,6
2013-10-21,204717912,1,0,0,0,12
2013-10-21,214578817,2,0,0,0,24
2013-10-21,204229975,3,0,0,Yes,0
2013-10-21,205037385,1,0,0,0,6
2013-10-21,204187835,1,0,0,0,6
2013-10-21,270281850,1,0,0,0,6
2013-10-21,203235387,1,0,0,Yes,0
2013-10-21,205014202,3,0,0,0,6
2013-10-21,206492191,1,0,0,0,6
2013-10-21,207854050,2,0,0,0,6
2013-10-21,204433668,1,0,0,0,6
2013-10-21,205089113,3,0,0,Yes,0
2013-10-21,206437865,3,0,0,0,18
2013-10-21,225897719,2,0,0,0,12
2013-10-21,206270084,1,0,0,0,6
2013-10-21,204956932,2,0,0,0,12
2013-10-21,268243219,0,0,0,0,6
2013-10-21,209569227,2,0,0,0,18
2013-10-21,206624835,2,0,0,0,6
2013-10-21,204105969,1,0,0,0,6
2013-10-21,207385741,4,0,0,0,24
2013-10-21,203981675,1,0,0,0,6
2013-10-21,205753155,3,0,0,0,24
2013-10-21,219793734,4,0,0,0,6
2013-10-21,200022457,1,0,0,0,6
2013-10-21,219235827,2,0,0,Yes,0
2013-10-21,209840693,2,0,0,0,18
2013-10-21,205215593,1,0,0,0,6
2013-10-21,203188107,1,0,0,0,12
2013-10-21,209840941,1,0,0,0,6
2013-10-21,206713703,1,0,0,0,12
2013-10-21,220633515,1,0,0,Yes,0
2013-10-21,269826608,1,0,0,Yes,0
2013-10-21,206646911,1,0,0,Yes,0
2013-10-20,202989711,0,0,0,0,6
2013-10-20,270308232,0,0,0,0,6
2013-10-20,203891320,0,0,0,0,6
2013-10-20,203807409,0,0,0,0,12
2013-10-20,205601222,0,0,0,0,6
2013-10-20,262574254,0,0,0,0,12
2013-10-20,271164410,0,0,0,0,6
2013-10-20,269816781,0,0,0,0,6
2013-10-20,203186184,0,0,0,0,12
2013-10-20,204205199,0,0,0,Yes,0
2013-10-23,,5,0,0,0,6
2013-10-23,219944394,1,0,0,0,6
2013-10-23,205601222,2,0,0,0,6
2013-10-23,203233556,3,0,0,0,18
2013-10-23,204243406,1,0,0,0,6
2013-10-23,205303514,2,0,0,0,18
2013-10-23,204019046,1,0,0,Yes,0
2013-10-23,209759695,3,0,0,0,12
2013-10-23,204604144,1,0,0,0,12
2013-10-23,203537261,1,0,0,0,6
2013-10-23,204758437,1,0,0,0,6
2013-10-23,204059430,3,0,0,Yes,0
2013-10-23,270448608,0,0,0,0,6
2013-10-23,205099534,1,0,0,0,6
2013-10-23,203287990,3,0,0,0,6
2013-10-23,208110981,2,0,0,0,6
2013-10-23,204674980,1,0,0,0,6
2013-10-23,274835750,1,0,0,0,6
2013-10-23,204865679,3,0,0,0,6
2013-10-23,214920498,1,0,0,0,12
2013-10-23,208888306,2,0,0,0,6
2013-10-23,208020065,1,0,0,0,6
2013-10-23,271090193,0,0,0,0,6
2013-10-23,205547490,1,0,0,0,6
2013-10-23,225693340,1,0,0,0,6
2013-10-23,204480156,1,0,0,0,24
2013-10-23,204919088,2,0,0,0,18
2013-10-23,207065434,0,0,0,Yes,0
2013-10-23,206744815,0,0,0,0,12
2013-10-23,203612080,1,0,0,0,6
2013-10-23,262574254,1,0,0,0,12
2013-10-23,226616027,1,0,0,0,24
2013-10-23,208039032,1,0,0,0,12
2013-10-23,209167444,1,0,0,0,6
2013-10-23,203367040,1,0,0,0,6
2013-10-23,206391393,0,0,0,0,6
2013-10-23,203428974,1,0,0,0,6
2013-10-23,204070684,0,0,0,0,6
2013-10-23,204572952,0,0,0,0,12
2013-10-23,207888280,1,0,0,0,6
2013-10-23,203437868,1,0,0,0,6
2013-10-23,207102252,1,0,0,0,6
2013-10-23,200038933,2,0,0,0,12
2013-10-23,214614117,2,0,0,0,24
2013-10-23,201780095,1,0,0,0,6
2013-10-23,268121712,1,0,0,Yes,0
2013-10-23,206266686,3,0,0,0,6
2013-10-23,203355128,0,0,0,0,12
2013-10-23,209596014,1,0,0,0,12
2013-10-23,204437024,2,0,0,0,6
2013-10-23,203234182,1,0,0,0,6
2013-10-23,204300339,1,0,0,0,6
2013-10-23,201814639,1,0,0,0,6
2013-10-23,206352874,1,0,0,0,12
2013-10-23,225942341,1,0,0,0,12
2013-10-23,208302968,5,0,0,0,12
2013-10-23,206810426,1,0,0,0,6
2013-10-23,271001166,1,0,0,0,12
2013-10-23,205483225,0,0,0,0,6
2013-10-23,203368659,1,0,0,0,12
2013-10-23,230403370,2,0,0,0,6
